站点编号,时间,出力(MW)
f1,2023-7-19 0:00,4.23
f1,2023-7-19 0:15,3.337
f1,2023-7-19 0:30,4.3135
f1,2023-7-19 0:45,5.226
f1,2023-7-19 1:00,4.612
f1,2023-7-19 1:15,5.0306
f1,2023-7-19 1:30,4.23
f1,2023-7-19 1:45,3.337
f1,2023-7-19 2:00,4.3135
f1,2023-7-19 2:15,5.226
f1,2023-7-19 2:30,4.612
f1,2023-7-19 2:45,5.0306
f1,2023-7-19 3:00,4.23
f1,2023-7-19 3:15,3.337
f1,2023-7-19 3:30,4.3135
f1,2023-7-19 3:45,5.226
f1,2023-7-19 4:00,4.612
f1,2023-7-19 4:15,5.0306
f1,2023-7-19 4:30,4.23
f1,2023-7-19 4:45,3.337
f1,2023-7-19 5:00,4.3135
f1,2023-7-19 5:15,5.226
f1,2023-7-19 5:30,4.612
f1,2023-7-19 5:45,5.0306
f1,2023-7-19 6:00,4.23
f1,2023-7-19 6:15,3.337
f1,2023-7-19 6:30,4.3135
f1,2023-7-19 6:45,5.226
f1,2023-7-19 7:00,4.612
f1,2023-7-19 7:15,5.0306
f1,2023-7-19 7:30,4.23
f1,2023-7-19 7:45,3.337
f1,2023-7-19 8:00,4.3135
f1,2023-7-19 8:15,5.226
f1,2023-7-19 8:30,4.612
f1,2023-7-19 8:45,5.0306
f1,2023-7-19 9:00,4.23
f1,2023-7-19 9:15,3.337
f1,2023-7-19 9:30,4.3135
f1,2023-7-19 9:45,5.226
f1,2023-7-19 10:00,4.612
f1,2023-7-19 10:15,5.0306
f1,2023-7-19 10:30,4.23
f1,2023-7-19 10:45,3.337
f1,2023-7-19 11:00,4.3135
f1,2023-7-19 11:15,5.226
f1,2023-7-19 11:30,4.612
f1,2023-7-19 11:45,5.0306
f1,2023-7-19 12:00,4.23
f1,2023-7-19 12:15,3.337
f1,2023-7-19 12:30,4.3135
f1,2023-7-19 12:45,5.226
f1,2023-7-19 13:00,4.612
f1,2023-7-19 13:15,5.0306
f1,2023-7-19 13:30,4.23
f1,2023-7-19 13:45,3.337
f1,2023-7-19 14:00,4.3135
f1,2023-7-19 14:15,5.226
f1,2023-7-19 14:30,4.612
f1,2023-7-19 14:45,5.0306
f1,2023-7-19 15:00,4.23
f1,2023-7-19 15:15,3.337
f1,2023-7-19 15:30,4.3135
f1,2023-7-19 15:45,5.226
f1,2023-7-19 16:00,4.612
f1,2023-7-19 16:15,5.0306
f1,2023-7-19 16:30,4.23
f1,2023-7-19 16:45,3.337
f1,2023-7-19 17:00,4.3135
f1,2023-7-19 17:15,5.226
f1,2023-7-19 17:30,4.612
f1,2023-7-19 17:45,5.0306
f1,2023-7-19 18:00,4.23
f1,2023-7-19 18:15,3.337
f1,2023-7-19 18:30,4.3135
f1,2023-7-19 18:45,5.226
f1,2023-7-19 19:00,4.612
f1,2023-7-19 19:15,5.0306
f1,2023-7-19 19:30,4.23
f1,2023-7-19 19:45,3.337
f1,2023-7-19 20:00,4.3135
f1,2023-7-19 20:15,5.226
f1,2023-7-19 20:30,4.612
f1,2023-7-19 20:45,5.0306
f1,2023-7-19 21:00,4.23
f1,2023-7-19 21:15,3.337
f1,2023-7-19 21:30,4.3135
f1,2023-7-19 21:45,5.226
f1,2023-7-19 22:00,4.612
f1,2023-7-19 22:15,5.0306
f1,2023-7-19 22:30,4.23
f1,2023-7-19 22:45,3.337
f1,2023-7-19 23:00,4.3135
f1,2023-7-19 23:15,5.226
f1,2023-7-19 23:30,4.612
f1,2023-7-19 23:45,5.0306
f1,2023-7-20 0:00,4.23
f1,2023-7-20 0:15,3.337
f1,2023-7-20 0:30,4.3135
f1,2023-7-20 0:45,5.226
f1,2023-7-20 1:00,4.612
f1,2023-7-20 1:15,5.0306
f1,2023-7-20 1:30,4.23
f1,2023-7-20 1:45,3.337
f1,2023-7-20 2:00,4.3135
f1,2023-7-20 2:15,5.226
f1,2023-7-20 2:30,4.612
f1,2023-7-20 2:45,5.0306
f1,2023-7-20 3:00,4.23
f1,2023-7-20 3:15,3.337
f1,2023-7-20 3:30,4.3135
f1,2023-7-20 3:45,5.226
f1,2023-7-20 4:00,4.612
f1,2023-7-20 4:15,5.0306
f1,2023-7-20 4:30,4.23
f1,2023-7-20 4:45,3.337
f1,2023-7-20 5:00,4.3135
f1,2023-7-20 5:15,5.226
f1,2023-7-20 5:30,4.612
f1,2023-7-20 5:45,5.0306
f1,2023-7-20 6:00,4.23
f1,2023-7-20 6:15,3.337
f1,2023-7-20 6:30,4.3135
f1,2023-7-20 6:45,5.226
f1,2023-7-20 7:00,4.612
f1,2023-7-20 7:15,5.0306
f1,2023-7-20 7:30,4.23
f1,2023-7-20 7:45,3.337
f1,2023-7-20 8:00,4.3135
f1,2023-7-20 8:15,5.226
f1,2023-7-20 8:30,4.612
f1,2023-7-20 8:45,5.0306
f1,2023-7-20 9:00,4.23
f1,2023-7-20 9:15,3.337
f1,2023-7-20 9:30,4.3135
f1,2023-7-20 9:45,5.226
f1,2023-7-20 10:00,4.612
f1,2023-7-20 10:15,5.0306
f1,2023-7-20 10:30,4.23
f1,2023-7-20 10:45,3.337
f1,2023-7-20 11:00,4.3135
f1,2023-7-20 11:15,5.226
f1,2023-7-20 11:30,4.612
f1,2023-7-20 11:45,5.0306
f1,2023-7-20 12:00,4.23
f1,2023-7-20 12:15,3.337
f1,2023-7-20 12:30,4.3135
f1,2023-7-20 12:45,5.226
f1,2023-7-20 13:00,4.612
f1,2023-7-20 13:15,5.0306
f1,2023-7-20 13:30,4.23
f1,2023-7-20 13:45,3.337
f1,2023-7-20 14:00,4.3135
f1,2023-7-20 14:15,5.226
f1,2023-7-20 14:30,4.612
f1,2023-7-20 14:45,5.0306
f1,2023-7-20 15:00,4.23
f1,2023-7-20 15:15,3.337
f1,2023-7-20 15:30,4.3135
f1,2023-7-20 15:45,5.226
f1,2023-7-20 16:00,4.612
f1,2023-7-20 16:15,5.0306
f1,2023-7-20 16:30,4.23
f1,2023-7-20 16:45,3.337
f1,2023-7-20 17:00,4.3135
f1,2023-7-20 17:15,5.226
f1,2023-7-20 17:30,4.612
f1,2023-7-20 17:45,5.0306
f1,2023-7-20 18:00,4.23
f1,2023-7-20 18:15,3.337
f1,2023-7-20 18:30,4.3135
f1,2023-7-20 18:45,5.226
f1,2023-7-20 19:00,4.612
f1,2023-7-20 19:15,5.0306
f1,2023-7-20 19:30,4.23
f1,2023-7-20 19:45,3.337
f1,2023-7-20 20:00,4.3135
f1,2023-7-20 20:15,5.226
f1,2023-7-20 20:30,4.612
f1,2023-7-20 20:45,5.0306
f1,2023-7-20 21:00,4.23
f1,2023-7-20 21:15,3.337
f1,2023-7-20 21:30,4.3135
f1,2023-7-20 21:45,5.226
f1,2023-7-20 22:00,4.612
f1,2023-7-20 22:15,5.0306
f1,2023-7-20 22:30,4.23
f1,2023-7-20 22:45,3.337
f1,2023-7-20 23:00,4.3135
f1,2023-7-20 23:15,5.226
f1,2023-7-20 23:30,4.612
f1,2023-7-20 23:45,5.0306
f1,2023-7-21 0:00,4.23
f1,2023-7-21 0:15,3.337
f1,2023-7-21 0:30,4.3135
f1,2023-7-21 0:45,5.226
f1,2023-7-21 1:00,4.612
f1,2023-7-21 1:15,5.0306
f1,2023-7-21 1:30,4.23
f1,2023-7-21 1:45,3.337
f1,2023-7-21 2:00,4.3135
f1,2023-7-21 2:15,5.226
f1,2023-7-21 2:30,4.612
f1,2023-7-21 2:45,5.0306
f1,2023-7-21 3:00,4.23
f1,2023-7-21 3:15,3.337
f1,2023-7-21 3:30,4.3135
f1,2023-7-21 3:45,5.226
f1,2023-7-21 4:00,4.612
f1,2023-7-21 4:15,5.0306
f1,2023-7-21 4:30,4.23
f1,2023-7-21 4:45,3.337
f1,2023-7-21 5:00,4.3135
f1,2023-7-21 5:15,5.226
f1,2023-7-21 5:30,4.612
f1,2023-7-21 5:45,5.0306
f1,2023-7-21 6:00,4.23
f1,2023-7-21 6:15,3.337
f1,2023-7-21 6:30,4.3135
f1,2023-7-21 6:45,5.226
f1,2023-7-21 7:00,4.612
f1,2023-7-21 7:15,5.0306
f1,2023-7-21 7:30,4.23
f1,2023-7-21 7:45,3.337
f1,2023-7-21 8:00,4.3135
f1,2023-7-21 8:15,5.226
f1,2023-7-21 8:30,4.612
f1,2023-7-21 8:45,5.0306
f1,2023-7-21 9:00,4.23
f1,2023-7-21 9:15,3.337
f1,2023-7-21 9:30,4.3135
f1,2023-7-21 9:45,5.226
f1,2023-7-21 10:00,4.612
f1,2023-7-21 10:15,5.0306
f1,2023-7-21 10:30,4.23
f1,2023-7-21 10:45,3.337
f1,2023-7-21 11:00,4.3135
f1,2023-7-21 11:15,5.226
f1,2023-7-21 11:30,4.612
f1,2023-7-21 11:45,5.0306
f1,2023-7-21 12:00,4.23
f1,2023-7-21 12:15,3.337
f1,2023-7-21 12:30,4.3135
f1,2023-7-21 12:45,5.226
f1,2023-7-21 13:00,4.612
f1,2023-7-21 13:15,5.0306
f1,2023-7-21 13:30,4.23
f1,2023-7-21 13:45,3.337
f1,2023-7-21 14:00,4.3135
f1,2023-7-21 14:15,5.226
f1,2023-7-21 14:30,4.612
f1,2023-7-21 14:45,5.0306
f1,2023-7-21 15:00,4.23
f1,2023-7-21 15:15,3.337
f1,2023-7-21 15:30,4.3135
f1,2023-7-21 15:45,5.226
f1,2023-7-21 16:00,4.612
f1,2023-7-21 16:15,5.0306
f1,2023-7-21 16:30,4.23
f1,2023-7-21 16:45,3.337
f1,2023-7-21 17:00,4.3135
f1,2023-7-21 17:15,5.226
f1,2023-7-21 17:30,4.612
f1,2023-7-21 17:45,5.0306
f1,2023-7-21 18:00,4.23
f1,2023-7-21 18:15,3.337
f1,2023-7-21 18:30,4.3135
f1,2023-7-21 18:45,5.226
f1,2023-7-21 19:00,4.612
f1,2023-7-21 19:15,5.0306
f1,2023-7-21 19:30,4.23
f1,2023-7-21 19:45,3.337
f1,2023-7-21 20:00,4.3135
f1,2023-7-21 20:15,5.226
f1,2023-7-21 20:30,4.612
f1,2023-7-21 20:45,5.0306
f1,2023-7-21 21:00,4.23
f1,2023-7-21 21:15,3.337
f1,2023-7-21 21:30,4.3135
f1,2023-7-21 21:45,5.226
f1,2023-7-21 22:00,4.612
f1,2023-7-21 22:15,5.0306
f1,2023-7-21 22:30,4.23
f1,2023-7-21 22:45,3.337
f1,2023-7-21 23:00,4.3135
f1,2023-7-21 23:15,5.226
f1,2023-7-21 23:30,4.612
f1,2023-7-21 23:45,5.0306
f1,2023-7-22 0:00,4.23
f1,2023-7-22 0:15,3.337
f1,2023-7-22 0:30,4.3135
f1,2023-7-22 0:45,5.226
f1,2023-7-22 1:00,4.612
f1,2023-7-22 1:15,5.0306
f1,2023-7-22 1:30,4.23
f1,2023-7-22 1:45,3.337
f1,2023-7-22 2:00,4.3135
f1,2023-7-22 2:15,5.226
f1,2023-7-22 2:30,4.612
f1,2023-7-22 2:45,5.0306
f1,2023-7-22 3:00,4.23
f1,2023-7-22 3:15,3.337
f1,2023-7-22 3:30,4.3135
f1,2023-7-22 3:45,5.226
f1,2023-7-22 4:00,4.612
f1,2023-7-22 4:15,5.0306
f1,2023-7-22 4:30,4.23
f1,2023-7-22 4:45,3.337
f1,2023-7-22 5:00,4.3135
f1,2023-7-22 5:15,5.226
f1,2023-7-22 5:30,4.612
f1,2023-7-22 5:45,5.0306
f1,2023-7-22 6:00,4.23
f1,2023-7-22 6:15,3.337
f1,2023-7-22 6:30,4.3135
f1,2023-7-22 6:45,5.226
f1,2023-7-22 7:00,4.612
f1,2023-7-22 7:15,5.0306
f1,2023-7-22 7:30,4.23
f1,2023-7-22 7:45,3.337
f1,2023-7-22 8:00,4.3135
f1,2023-7-22 8:15,5.226
f1,2023-7-22 8:30,4.612
f1,2023-7-22 8:45,5.0306
f1,2023-7-22 9:00,4.23
f1,2023-7-22 9:15,3.337
f1,2023-7-22 9:30,4.3135
f1,2023-7-22 9:45,5.226
f1,2023-7-22 10:00,4.612
f1,2023-7-22 10:15,5.0306
f1,2023-7-22 10:30,4.23
f1,2023-7-22 10:45,3.337
f1,2023-7-22 11:00,4.3135
f1,2023-7-22 11:15,5.226
f1,2023-7-22 11:30,4.612
f1,2023-7-22 11:45,5.0306
f1,2023-7-22 12:00,4.23
f1,2023-7-22 12:15,3.337
f1,2023-7-22 12:30,4.3135
f1,2023-7-22 12:45,5.226
f1,2023-7-22 13:00,4.612
f1,2023-7-22 13:15,5.0306
f1,2023-7-22 13:30,4.23
f1,2023-7-22 13:45,3.337
f1,2023-7-22 14:00,4.3135
f1,2023-7-22 14:15,5.226
f1,2023-7-22 14:30,4.612
f1,2023-7-22 14:45,5.0306
f1,2023-7-22 15:00,4.23
f1,2023-7-22 15:15,3.337
f1,2023-7-22 15:30,4.3135
f1,2023-7-22 15:45,5.226
f1,2023-7-22 16:00,4.612
f1,2023-7-22 16:15,5.0306
f1,2023-7-22 16:30,4.23
f1,2023-7-22 16:45,3.337
f1,2023-7-22 17:00,4.3135
f1,2023-7-22 17:15,5.226
f1,2023-7-22 17:30,4.612
f1,2023-7-22 17:45,5.0306
f1,2023-7-22 18:00,4.23
f1,2023-7-22 18:15,3.337
f1,2023-7-22 18:30,4.3135
f1,2023-7-22 18:45,5.226
f1,2023-7-22 19:00,4.612
f1,2023-7-22 19:15,5.0306
f1,2023-7-22 19:30,4.23
f1,2023-7-22 19:45,3.337
f1,2023-7-22 20:00,4.3135
f1,2023-7-22 20:15,5.226
f1,2023-7-22 20:30,4.612
f1,2023-7-22 20:45,5.0306
f1,2023-7-22 21:00,4.23
f1,2023-7-22 21:15,3.337
f1,2023-7-22 21:30,4.3135
f1,2023-7-22 21:45,5.226
f1,2023-7-22 22:00,4.612
f1,2023-7-22 22:15,5.0306
f1,2023-7-22 22:30,4.23
f1,2023-7-22 22:45,3.337
f1,2023-7-22 23:00,4.3135
f1,2023-7-22 23:15,5.226
f1,2023-7-22 23:30,4.612
f1,2023-7-22 23:45,5.0306
f1,2023-7-23 0:00,4.23
f1,2023-7-23 0:15,3.337
f1,2023-7-23 0:30,4.3135
f1,2023-7-23 0:45,5.226
f1,2023-7-23 1:00,4.612
f1,2023-7-23 1:15,5.0306
f1,2023-7-23 1:30,4.23
f1,2023-7-23 1:45,3.337
f1,2023-7-23 2:00,4.3135
f1,2023-7-23 2:15,5.226
f1,2023-7-23 2:30,4.612
f1,2023-7-23 2:45,5.0306
f1,2023-7-23 3:00,4.23
f1,2023-7-23 3:15,3.337
f1,2023-7-23 3:30,4.3135
f1,2023-7-23 3:45,5.226
f1,2023-7-23 4:00,4.612
f1,2023-7-23 4:15,5.0306
f1,2023-7-23 4:30,4.23
f1,2023-7-23 4:45,3.337
f1,2023-7-23 5:00,4.3135
f1,2023-7-23 5:15,5.226
f1,2023-7-23 5:30,4.612
f1,2023-7-23 5:45,5.0306
f1,2023-7-23 6:00,4.23
f1,2023-7-23 6:15,3.337
f1,2023-7-23 6:30,4.3135
f1,2023-7-23 6:45,5.226
f1,2023-7-23 7:00,4.612
f1,2023-7-23 7:15,5.0306
f1,2023-7-23 7:30,4.23
f1,2023-7-23 7:45,3.337
f1,2023-7-23 8:00,4.3135
f1,2023-7-23 8:15,5.226
f1,2023-7-23 8:30,4.612
f1,2023-7-23 8:45,5.0306
f1,2023-7-23 9:00,4.23
f1,2023-7-23 9:15,3.337
f1,2023-7-23 9:30,4.3135
f1,2023-7-23 9:45,5.226
f1,2023-7-23 10:00,4.612
f1,2023-7-23 10:15,5.0306
f1,2023-7-23 10:30,4.23
f1,2023-7-23 10:45,3.337
f1,2023-7-23 11:00,4.3135
f1,2023-7-23 11:15,5.226
f1,2023-7-23 11:30,4.612
f1,2023-7-23 11:45,5.0306
f1,2023-7-23 12:00,4.23
f1,2023-7-23 12:15,3.337
f1,2023-7-23 12:30,4.3135
f1,2023-7-23 12:45,5.226
f1,2023-7-23 13:00,4.612
f1,2023-7-23 13:15,5.0306
f1,2023-7-23 13:30,4.23
f1,2023-7-23 13:45,3.337
f1,2023-7-23 14:00,4.3135
f1,2023-7-23 14:15,5.226
f1,2023-7-23 14:30,4.612
f1,2023-7-23 14:45,5.0306
f1,2023-7-23 15:00,4.23
f1,2023-7-23 15:15,3.337
f1,2023-7-23 15:30,4.3135
f1,2023-7-23 15:45,5.226
f1,2023-7-23 16:00,4.612
f1,2023-7-23 16:15,5.0306
f1,2023-7-23 16:30,4.23
f1,2023-7-23 16:45,3.337
f1,2023-7-23 17:00,4.3135
f1,2023-7-23 17:15,5.226
f1,2023-7-23 17:30,4.612
f1,2023-7-23 17:45,5.0306
f1,2023-7-23 18:00,4.23
f1,2023-7-23 18:15,3.337
f1,2023-7-23 18:30,4.3135
f1,2023-7-23 18:45,5.226
f1,2023-7-23 19:00,4.612
f1,2023-7-23 19:15,5.0306
f1,2023-7-23 19:30,4.23
f1,2023-7-23 19:45,3.337
f1,2023-7-23 20:00,4.3135
f1,2023-7-23 20:15,5.226
f1,2023-7-23 20:30,4.612
f1,2023-7-23 20:45,5.0306
f1,2023-7-23 21:00,4.23
f1,2023-7-23 21:15,3.337
f1,2023-7-23 21:30,4.3135
f1,2023-7-23 21:45,5.226
f1,2023-7-23 22:00,4.612
f1,2023-7-23 22:15,5.0306
f1,2023-7-23 22:30,4.23
f1,2023-7-23 22:45,3.337
f1,2023-7-23 23:00,4.3135
f1,2023-7-23 23:15,5.226
f1,2023-7-23 23:30,4.612
f1,2023-7-23 23:45,5.0306
f1,2023-7-24 0:00,4.23
f1,2023-7-24 0:15,3.337
f1,2023-7-24 0:30,4.3135
f1,2023-7-24 0:45,5.226
f1,2023-7-24 1:00,4.612
f1,2023-7-24 1:15,5.0306
f1,2023-7-24 1:30,4.23
f1,2023-7-24 1:45,3.337
f1,2023-7-24 2:00,4.3135
f1,2023-7-24 2:15,5.226
f1,2023-7-24 2:30,4.612
f1,2023-7-24 2:45,5.0306
f1,2023-7-24 3:00,4.23
f1,2023-7-24 3:15,3.337
f1,2023-7-24 3:30,4.3135
f1,2023-7-24 3:45,5.226
f1,2023-7-24 4:00,4.612
f1,2023-7-24 4:15,5.0306
f1,2023-7-24 4:30,4.23
f1,2023-7-24 4:45,3.337
f1,2023-7-24 5:00,4.3135
f1,2023-7-24 5:15,5.226
f1,2023-7-24 5:30,4.612
f1,2023-7-24 5:45,5.0306
f1,2023-7-24 6:00,4.23
f1,2023-7-24 6:15,3.337
f1,2023-7-24 6:30,4.3135
f1,2023-7-24 6:45,5.226
f1,2023-7-24 7:00,4.612
f1,2023-7-24 7:15,5.0306
f1,2023-7-24 7:30,4.23
f1,2023-7-24 7:45,3.337
f1,2023-7-24 8:00,4.3135
f1,2023-7-24 8:15,5.226
f1,2023-7-24 8:30,4.612
f1,2023-7-24 8:45,5.0306
f1,2023-7-24 9:00,4.23
f1,2023-7-24 9:15,3.337
f1,2023-7-24 9:30,4.3135
f1,2023-7-24 9:45,5.226
f1,2023-7-24 10:00,4.612
f1,2023-7-24 10:15,5.0306
f1,2023-7-24 10:30,4.23
f1,2023-7-24 10:45,3.337
f1,2023-7-24 11:00,4.3135
f1,2023-7-24 11:15,5.226
f1,2023-7-24 11:30,4.612
f1,2023-7-24 11:45,5.0306
f1,2023-7-24 12:00,4.23
f1,2023-7-24 12:15,3.337
f1,2023-7-24 12:30,4.3135
f1,2023-7-24 12:45,5.226
f1,2023-7-24 13:00,4.612
f1,2023-7-24 13:15,5.0306
f1,2023-7-24 13:30,4.23
f1,2023-7-24 13:45,3.337
f1,2023-7-24 14:00,4.3135
f1,2023-7-24 14:15,5.226
f1,2023-7-24 14:30,4.612
f1,2023-7-24 14:45,5.0306
f1,2023-7-24 15:00,4.23
f1,2023-7-24 15:15,3.337
f1,2023-7-24 15:30,4.3135
f1,2023-7-24 15:45,5.226
f1,2023-7-24 16:00,4.612
f1,2023-7-24 16:15,5.0306
f1,2023-7-24 16:30,4.23
f1,2023-7-24 16:45,3.337
f1,2023-7-24 17:00,4.3135
f1,2023-7-24 17:15,5.226
f1,2023-7-24 17:30,4.612
f1,2023-7-24 17:45,5.0306
f1,2023-7-24 18:00,4.23
f1,2023-7-24 18:15,3.337
f1,2023-7-24 18:30,4.3135
f1,2023-7-24 18:45,5.226
f1,2023-7-24 19:00,4.612
f1,2023-7-24 19:15,5.0306
f1,2023-7-24 19:30,4.23
f1,2023-7-24 19:45,3.337
f1,2023-7-24 20:00,4.3135
f1,2023-7-24 20:15,5.226
f1,2023-7-24 20:30,4.612
f1,2023-7-24 20:45,5.0306
f1,2023-7-24 21:00,4.23
f1,2023-7-24 21:15,3.337
f1,2023-7-24 21:30,4.3135
f1,2023-7-24 21:45,5.226
f1,2023-7-24 22:00,4.612
f1,2023-7-24 22:15,5.0306
f1,2023-7-24 22:30,4.23
f1,2023-7-24 22:45,3.337
f1,2023-7-24 23:00,4.3135
f1,2023-7-24 23:15,5.226
f1,2023-7-24 23:30,4.612
f1,2023-7-24 23:45,5.0306
f1,2023-7-25 0:00,4.23
f1,2023-7-25 0:15,3.337
f1,2023-7-25 0:30,4.3135
f1,2023-7-25 0:45,5.226
f1,2023-7-25 1:00,4.612
f1,2023-7-25 1:15,5.0306
f1,2023-7-25 1:30,4.23
f1,2023-7-25 1:45,3.337
f1,2023-7-25 2:00,4.3135
f1,2023-7-25 2:15,5.226
f1,2023-7-25 2:30,4.612
f1,2023-7-25 2:45,5.0306
f1,2023-7-25 3:00,4.23
f1,2023-7-25 3:15,3.337
f1,2023-7-25 3:30,4.3135
f1,2023-7-25 3:45,5.226
f1,2023-7-25 4:00,4.612
f1,2023-7-25 4:15,5.0306
f1,2023-7-25 4:30,4.23
f1,2023-7-25 4:45,3.337
f1,2023-7-25 5:00,4.3135
f1,2023-7-25 5:15,5.226
f1,2023-7-25 5:30,4.612
f1,2023-7-25 5:45,5.0306
f1,2023-7-25 6:00,4.23
f1,2023-7-25 6:15,3.337
f1,2023-7-25 6:30,4.3135
f1,2023-7-25 6:45,5.226
f1,2023-7-25 7:00,4.612
f1,2023-7-25 7:15,5.0306
f1,2023-7-25 7:30,4.23
f1,2023-7-25 7:45,3.337
f1,2023-7-25 8:00,4.3135
f1,2023-7-25 8:15,5.226
f1,2023-7-25 8:30,4.612
f1,2023-7-25 8:45,5.0306
f1,2023-7-25 9:00,4.23
f1,2023-7-25 9:15,3.337
f1,2023-7-25 9:30,4.3135
f1,2023-7-25 9:45,5.226
f1,2023-7-25 10:00,4.612
f1,2023-7-25 10:15,5.0306
f1,2023-7-25 10:30,4.23
f1,2023-7-25 10:45,3.337
f1,2023-7-25 11:00,4.3135
f1,2023-7-25 11:15,5.226
f1,2023-7-25 11:30,4.612
f1,2023-7-25 11:45,5.0306
f1,2023-7-25 12:00,4.23
f1,2023-7-25 12:15,3.337
f1,2023-7-25 12:30,4.3135
f1,2023-7-25 12:45,5.226
f1,2023-7-25 13:00,4.612
f1,2023-7-25 13:15,5.0306
f1,2023-7-25 13:30,4.23
f1,2023-7-25 13:45,3.337
f1,2023-7-25 14:00,4.3135
f1,2023-7-25 14:15,5.226
f1,2023-7-25 14:30,4.612
f1,2023-7-25 14:45,5.0306
f1,2023-7-25 15:00,4.23
f1,2023-7-25 15:15,3.337
f1,2023-7-25 15:30,4.3135
f1,2023-7-25 15:45,5.226
f1,2023-7-25 16:00,4.612
f1,2023-7-25 16:15,5.0306
f1,2023-7-25 16:30,4.23
f1,2023-7-25 16:45,3.337
f1,2023-7-25 17:00,4.3135
f1,2023-7-25 17:15,5.226
f1,2023-7-25 17:30,4.612
f1,2023-7-25 17:45,5.0306
f1,2023-7-25 18:00,4.23
f1,2023-7-25 18:15,3.337
f1,2023-7-25 18:30,4.3135
f1,2023-7-25 18:45,5.226
f1,2023-7-25 19:00,4.612
f1,2023-7-25 19:15,5.0306
f1,2023-7-25 19:30,4.23
f1,2023-7-25 19:45,3.337
f1,2023-7-25 20:00,4.3135
f1,2023-7-25 20:15,5.226
f1,2023-7-25 20:30,4.612
f1,2023-7-25 20:45,5.0306
f1,2023-7-25 21:00,4.23
f1,2023-7-25 21:15,3.337
f1,2023-7-25 21:30,4.3135
f1,2023-7-25 21:45,5.226
f1,2023-7-25 22:00,4.612
f1,2023-7-25 22:15,5.0306
f1,2023-7-25 22:30,4.23
f1,2023-7-25 22:45,3.337
f1,2023-7-25 23:00,4.3135
f1,2023-7-25 23:15,5.226
f1,2023-7-25 23:30,4.612
f1,2023-7-25 23:45,5.0306
f1,2023-7-26 0:00,4.23
f1,2023-7-26 0:15,3.337
f1,2023-7-26 0:30,4.3135
f1,2023-7-26 0:45,5.226
f1,2023-7-26 1:00,4.612
f1,2023-7-26 1:15,5.0306
f1,2023-7-26 1:30,4.23
f1,2023-7-26 1:45,3.337
f1,2023-7-26 2:00,4.3135
f1,2023-7-26 2:15,5.226
f1,2023-7-26 2:30,4.612
f1,2023-7-26 2:45,5.0306
f1,2023-7-26 3:00,4.23
f1,2023-7-26 3:15,3.337
f1,2023-7-26 3:30,4.3135
f1,2023-7-26 3:45,5.226
f1,2023-7-26 4:00,4.612
f1,2023-7-26 4:15,5.0306
f1,2023-7-26 4:30,4.23
f1,2023-7-26 4:45,3.337
f1,2023-7-26 5:00,4.3135
f1,2023-7-26 5:15,5.226
f1,2023-7-26 5:30,4.612
f1,2023-7-26 5:45,5.0306
f1,2023-7-26 6:00,4.23
f1,2023-7-26 6:15,3.337
f1,2023-7-26 6:30,4.3135
f1,2023-7-26 6:45,5.226
f1,2023-7-26 7:00,4.612
f1,2023-7-26 7:15,5.0306
f1,2023-7-26 7:30,4.23
f1,2023-7-26 7:45,3.337
f1,2023-7-26 8:00,4.3135
f1,2023-7-26 8:15,5.226
f1,2023-7-26 8:30,4.612
f1,2023-7-26 8:45,5.0306
f1,2023-7-26 9:00,4.23
f1,2023-7-26 9:15,3.337
f1,2023-7-26 9:30,4.3135
f1,2023-7-26 9:45,5.226
f1,2023-7-26 10:00,4.612
f1,2023-7-26 10:15,5.0306
f1,2023-7-26 10:30,4.23
f1,2023-7-26 10:45,3.337
f1,2023-7-26 11:00,4.3135
f1,2023-7-26 11:15,5.226
f1,2023-7-26 11:30,4.612
f1,2023-7-26 11:45,5.0306
f1,2023-7-26 12:00,4.23
f1,2023-7-26 12:15,3.337
f1,2023-7-26 12:30,4.3135
f1,2023-7-26 12:45,5.226
f1,2023-7-26 13:00,4.612
f1,2023-7-26 13:15,5.0306
f1,2023-7-26 13:30,4.23
f1,2023-7-26 13:45,3.337
f1,2023-7-26 14:00,4.3135
f1,2023-7-26 14:15,5.226
f1,2023-7-26 14:30,4.612
f1,2023-7-26 14:45,5.0306
f1,2023-7-26 15:00,4.23
f1,2023-7-26 15:15,3.337
f1,2023-7-26 15:30,4.3135
f1,2023-7-26 15:45,5.226
f1,2023-7-26 16:00,4.612
f1,2023-7-26 16:15,5.0306
f1,2023-7-26 16:30,4.23
f1,2023-7-26 16:45,3.337
f1,2023-7-26 17:00,4.3135
f1,2023-7-26 17:15,5.226
f1,2023-7-26 17:30,4.612
f1,2023-7-26 17:45,5.0306
f1,2023-7-26 18:00,4.23
f1,2023-7-26 18:15,3.337
f1,2023-7-26 18:30,4.3135
f1,2023-7-26 18:45,5.226
f1,2023-7-26 19:00,4.612
f1,2023-7-26 19:15,5.0306
f1,2023-7-26 19:30,4.23
f1,2023-7-26 19:45,3.337
f1,2023-7-26 20:00,4.3135
f1,2023-7-26 20:15,5.226
f1,2023-7-26 20:30,4.612
f1,2023-7-26 20:45,5.0306
f1,2023-7-26 21:00,4.23
f1,2023-7-26 21:15,3.337
f1,2023-7-26 21:30,4.3135
f1,2023-7-26 21:45,5.226
f1,2023-7-26 22:00,4.612
f1,2023-7-26 22:15,5.0306
